,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
196702,7.3009,5.3938,5.2832,4.4799,5.9275,3.2454,2.8425,1.2934,3.2515,1.6492,1.9406,2.0415,1.9312,0.7805,0.887,2.9131,-0.4038,-0.2011,1.0839,0.2107,2.3014,0.667,-0.7874,-0.8658,-1.33,1.63,3.76,-3.31,1.57,5.03,4.48,3.32,1.42,-0.75,3.8,2.51,-3.4,-1.45,5.05,-1.07,2.04,-1.6,3.1,-0.13,-1.72,2.15,0.15,6.29,1.07,-1.04,11.36,2.51,5.79,0.18,5.77,0.78,3.03,-2.17,1.94,-0.94,0.36,3.56,1.23,2.21,2.62,-0.67
196703,7.1692,6.1509,4.9988,7.51,5.2425,6.8662,6.1629,7.1679,6.5706,6.2631,5.6319,5.3637,4.6457,8.3173,4.075,5.7894,4.2717,5.9142,4.3024,5.977,4.2598,3.0891,3.1531,4.6729,5.3175,3.57,8.31,4.91,-0.21,7.59,3.99,3.97,7.83,3.84,2.11,8.6,5.16,11.24,4.19,5.84,7.43,4.29,9.84,3.5,1.53,2.94,4.45,5.31,6.78,3.7,4.2,2,15.5,1.29,2.6,3.99,1.91,0.31,0.9,-1.51,0.39,1.42,1.84,-0.86,0.81,-0.69
196704,6.7813,4.2416,3.4974,4.0327,3.5775,3.2009,4.0422,5.0639,3.9044,3.3418,5.5552,4.4402,2.9887,5.3865,2.8081,6.6606,2.9818,4.09,3.5137,2.8157,6.8866,2.8402,0.1138,3.5468,1.7638,4.15,6.11,3.46,10.5,6.26,4.66,2.88,4.46,5.67,7.07,3.89,3.17,4.81,5.05,9.31,5.37,5.8,5.77,1.64,1.88,0.19,7.81,7.93,1.8,0.93,2.66,9.75,9.23,0.47,1.81,3.89,0.46,-2.64,2.43,-3.75,0.32,0.64,0.48,-3.58,1.71,2.73
196705,0.2259,0.7148,-0.8453,-0.9907,-0.6344,-1.2816,0.6486,0.4954,-2.6295,-3.57,-3.0619,-1.8975,-1.8854,-0.2384,-1.9758,-2.2254,-0.545,-2.1452,-1.0689,-0.6484,-5.6526,-4.2053,-4.0482,-3.703,-3.6596,-1.57,-5.43,-7.55,-7.27,-3.62,-5.57,-0.05,-5.29,-5.63,-2.17,-5.4,-1.92,-2.67,-3.49,-6.47,0.02,1.35,-0.5,-2.44,-4.11,-5.67,-1.37,-4.7,-2.3,-1.67,3.34,-5.46,1.58,-2.38,0.63,-4.33,2.37,0.8,-1.75,1.61,0.33,0.67,1.8,-0.3,2.01,0.81
196706,15.7613,9.3533,12.5508,12.1768,10.1779,10.2446,6.8181,6.9293,9.4103,5.9872,5.3568,8.1879,4.1933,5.1106,3.4548,3.1082,2.3217,3.6678,6.7072,6.1274,1.4221,0.3958,1.6194,2.8988,3.0943,3.93,4.14,6.64,10.82,-5.83,1.54,4.67,5.38,-0.28,-0.88,4.46,1.47,4.22,6.65,0.9,10.76,5.35,6.6,2.22,-1.31,2.72,9.35,6.19,-1.72,1.21,8.34,3.36,13.24,3.76,7.18,2.41,6.47,0.96,-0.64,-2.38,0.27,6.03,-1.08,-0.4,-1.63,-0.92
196707,9.3213,9.6497,10.0437,7.6255,11.8277,6.1726,6.6112,9.3847,9.4111,8.4125,5.3805,4.9914,5.8998,7.2319,11.5789,4.791,4.6581,5.0812,7.2256,9.0224,4.4462,5.6367,2.1142,5.8685,6.4583,5.76,2.69,8.33,6.34,4.58,6.45,4.98,3.79,4.17,8.33,7.21,7.74,6.08,8.97,8.69,4.31,14.04,3.24,6.96,2.33,-6.62,7.19,3.81,4.17,7.3,5.23,6.22,1.65,6.96,8.72,4.58,3.48,2.65,0.51,2.73,0.31,-1.07,0.1,-1.61,4.56,0.37
196708,-0.7086,0.5643,0.4005,0.1612,2.0907,-1.183,-1.4183,0.6346,0.5057,1.106,-3.0349,0.7716,1.3193,1.2959,-0.2848,-0.9087,-0.97,-0.6906,1.1208,3.797,-0.5742,-1.0246,-1.5269,0.4557,1.338,-1.67,0.56,-4.88,0.77,-0.65,-0.44,5.34,0.66,-0.32,2.53,2.85,0.77,-0.11,3.33,-0.71,-4.04,-3.37,0.48,-1.5,-0.65,-1.25,2.25,-0.9,-1.79,-2.46,2.68,0.45,-0.38,2.11,-5.08,-0.89,0.76,1.46,0.42,1.4,0.31,-1.41,0.66,0.29,2.27,0.50
196709,11.7646,10.2082,8.2414,7.6413,4.8732,5.1037,6.1175,7.1483,5.5241,3.1091,5.661,1.7213,2.8866,4.6168,2.5388,3.7335,1.5415,2.2649,3.6498,0.4076,3.8,3.1463,3.2577,1.6223,0.2472,2.63,-1.43,-1.81,6.07,2.19,3.37,7.78,2.89,5.65,10.47,3.32,0.25,4.15,5.66,5.27,-2.64,6.69,4.97,4.2,-0.09,1.2,8.17,8.59,2.59,-3.47,6.45,1.78,9.12,3.18,5.89,3.11,2.46,-2.47,0.22,-0.96,0.32,2.55,-0.62,-0.82,2.13,1.35
196710,1.8018,-4.1665,-1.6472,-1.4905,-2.6636,-0.7706,-2.35,0.8625,-3.061,-5.0654,-3.5044,-1.0823,-3.6131,-3.0467,-2.4311,-4.4791,-5.4962,-5.2467,-2.6744,-5.2857,-0.2537,-4.0214,-2.6988,-6.1454,-6.5113,-3.39,-3.23,3.39,-0.18,-6.49,0.35,1.01,-5.01,-6.52,-3.03,-5.13,-10.05,-6.28,-2.91,-5.43,-4.09,-6.63,-0.21,-1.02,-5.36,-3.49,4.51,5.14,-3.9,-9.27,0.01,0.56,9.81,-4,-4.78,-3.09,0.46,-3.39,0.81,-2.57,0.39,3.66,-2.39,0.37,-0.04,1.05
196711,-1.0996,3.8612,-1.2548,-1.3378,-1.1192,1.0889,0.6125,2.9155,-0.0186,0.1165,2.6918,0.8272,0.7324,-0.3624,-0.7424,3.4448,0.3703,-0.1674,-0.0031,-0.6812,1.32,0.2806,0.1767,-0.5451,0.0559,0.8,-0.82,-5.15,-3.98,3.38,2.7,2.76,1.33,-2.84,-0.82,-1.83,-0.13,-0.2,0.62,0.79,2.36,1.5,-3.01,0.84,3.17,0.09,0.88,1.38,-0.01,-0.11,0.22,0.56,8.3,-1.37,-1.64,0.37,-0.05,-1.71,1.29,-2.29,0.36,1.29,0.25,-2.06,-0.75,-0.08
196712,13.1287,10.4477,8.5964,9.5442,10.1156,12.4045,6.4006,9.0703,7.3106,9.125,7.7035,5.6646,5.4538,5.1231,7.4425,1.3426,2.7476,4.6684,4.6825,3.709,1.9513,3.0452,2.2363,5.5944,2.7927,2.72,-0.37,8.02,2.75,0.05,2.18,7.33,1.62,5.97,1.8,5.9,4.73,4.25,4.88,4.04,4.81,5.48,6.08,3.04,3.28,0.13,15.85,1.71,6.19,2.2,11.86,2.74,7.62,7.32,5.4,3.05,5.76,-0.39,-0.65,0.04,0.33,3.23,-0.14,1.85,0.20,-1.62
196801,3.1407,2.3206,3.2516,3.3436,5.9703,-4.5761,-1.9196,-0.4451,1.1395,2.6246,-6.8746,-0.703,-0.7495,-0.6193,2.7128,-7.9332,0.1611,-2.8567,0.1027,-0.425,-6.2775,-5.8491,0.5939,-2.2794,-3.855,-1.04,-0.82,-0.06,-3.87,-3.98,-10.33,0.85,-6.57,-4.97,2.36,0.03,-4.73,-3.7,-9,-4.37,-11.08,-3.18,2.45,-0.94,0.2,2.69,-2.09,-8.71,-3.62,-6.49,1.63,1.28,-3.76,2.89,-0.24,-4.06,4.48,4.75,-4.58,6.45,0.4,-4.64,3.96,5.99,6.29,-0.36
196802,-10.1,-7.1171,-5.3246,-6.9681,-5.6171,-6.9186,-6.3106,-8.8008,-3.5935,-5.6686,-6.9043,-3.9291,-2.9957,-2.3938,-4.5834,-5.4143,-3.4605,-2.7903,-5.2426,-3.8256,-3.0151,-2.2141,-2.0767,-3.2545,-1.8996,-2.31,-1.48,1.16,-5.67,-5.16,-2.84,-5.46,-4.24,-4.36,-2,-3.87,-4.18,-6.38,-4.36,-3.02,-3.77,-0.47,-6.98,-2.6,-1.48,-2.4,-7.78,-4.33,-4.35,-3.43,-11.15,0.14,-7.63,-2.85,-7.69,-3.75,-2.92,1.17,-0.14,2.48,0.39,-3.41,-0.81,2.63,2.13,2.06
196803,-1.5197,0.0232,-0.3408,-2.0353,-0.0808,-0.386,-1.9529,-0.0514,-1.2807,-0.6398,1.9985,-0.4008,-2.4207,0.8087,-0.2267,0.4924,-0.1914,-1.2109,0.2816,-0.2883,3.0891,-1.3752,-0.3272,-1.7868,2.0264,0.37,2.27,-1.78,5.4,2.11,3.49,3.94,0.1,-0.52,-1.21,0.33,-0.7,-0.89,-0.79,-0.47,0.57,-1.12,4.56,0.7,-3.93,-1.12,-0.22,4.39,1.61,-1.45,-1.95,3.19,2.49,0.85,-1.27,0.2,-1.52,-0.59,1.17,-1.15,0.38,3.18,1.51,-2.46,-1.58,0.16
196804,21.5666,17.4982,16.2498,16.4295,15.7733,18.9887,12.9114,17.9531,11.9895,12.7965,16.1637,12.1024,8.3798,10.2172,18.0481,12.6664,7.3196,8.309,13.0055,11.6528,10.7421,7.3968,3.3058,9.4085,10.5079,10.57,5.6,5.54,16.86,14.11,11.13,14.63,11.9,7.94,12.59,15.13,7.18,11.95,14.74,11.79,11.06,6.62,13.17,5.61,2.49,2.22,18.94,12.25,12.56,11.96,16.42,11.94,18.36,11.37,16.15,9.05,6.25,-1.03,2.79,-3.66,0.43,5.15,-0.66,-4.9,0.17,-2.01
196805,10.7482,12.4771,10.6645,12.0171,11.7637,11.9163,7.9911,8.4496,7.3113,7.2448,8.7985,4.7084,4.8387,5.0905,6.9574,4.5846,4.6463,3.0181,2.7047,6.1608,2.2627,1.2638,-0.8041,-0.9839,4.6471,5.27,3.88,0.52,6.38,3.42,2.25,6.78,3.34,-0.82,5.4,5.42,5.16,3.43,1.83,0.6,1.34,3.7,11.01,1.16,0.45,-0.74,3.96,3.73,5.69,6.42,9.64,2.74,13.75,6.61,6.18,2.28,7.02,0.84,0.39,-1.85,0.45,3.73,-1.98,-1.85,1.81,-0.39
196806,-1.084,0.1315,1.6821,1.7411,0.1484,-1.1427,1.8703,-1.5643,1.7963,0.2819,-2.0214,3.3803,3.4887,1.6929,1.4674,-0.0312,4.0097,3.9297,2.7757,-2.1339,-0.0783,0.6179,4.1751,3.1761,-1.5962,1.07,2.06,4.3,-4.81,-0.32,-2.15,3.91,2.25,0.89,-1.93,-0.94,0.65,0.52,-1.52,-0.4,-1.88,-0.05,0.49,1.85,8.44,4.15,0.54,-1.91,0.6,1.45,-0.47,0.6,0.48,7.76,-2.36,0.69,-0.28,0.67,-1.33,2.65,0.43,-1.92,3.75,2.69,6.89,-0.44
196807,-4.8989,-4.5797,-3.7324,-1.5152,0.8688,-8.8661,-3.9716,-2.2381,-0.0429,-0.2864,-5.7496,-3.8787,-3.5752,-0.9185,-0.1877,-5.5251,-3.6825,-4.1357,-1.3642,-2.2117,-5.2814,-0.9731,2.2888,0.928,1.1425,-4.29,0.7,-1.39,-4.12,-6.47,-5.4,-2.94,-4.1,-1.05,-4.06,-0.17,-6.85,-4.57,-4.04,-2.32,-6.79,-6.61,-2,5.35,0.17,-0.19,-5.03,-5.58,-3.85,-4.92,-8.11,-4.94,-6.64,0.79,-5.03,-2.72,-1.33,5.48,-3,3.59,0.48,-0.84,-1.2,6.27,2.47,1.28
196808,4.5358,5.7899,4.8567,4.0979,4.7684,1.5708,3.3793,3.8146,1.2756,7.0846,3.1169,3.3219,2.7778,2.5291,4.959,1.6918,1.2835,1.9543,2.1697,3.0816,1.103,0.6809,1.7895,1.6543,2.8958,2.07,7.73,-3.19,4.47,-0.12,2.14,5.03,0.68,2.55,8.82,8.06,1.69,4.1,0.97,1.56,0.63,-1.73,-1.48,1.27,-0.87,1.26,0.17,0.53,5.91,-0.14,0.31,2.29,5.88,5.61,4.77,1.34,2.29,1,-0.6,0.42,0.42,1.88,0.75,0.73,0.15,-0.41
196809,7.1571,8.4775,6.9346,5.9413,6.2607,7.0893,6.1265,7.1712,6.181,6.2715,7.1396,6.7986,3.3927,6.0255,6.3787,6.9308,6.0995,4.7209,6.7984,5.9042,2.0355,5.2998,2.315,4.2542,8.3027,3.86,5,5.7,12.84,4.97,1.95,3.86,0.85,6.98,7.48,5.05,7.78,4.92,4.13,7.05,2.47,3.91,7.04,3.51,0.27,2.95,10.22,2.81,3.81,11.4,9.04,7.65,7.98,9.11,8.97,4.03,2.78,0.24,-2.03,0.89,0.43,-0.67,-0.09,0.08,0.71,-3.19
196810,-2.0509,-0.0284,1.4029,0.6471,1.6519,-0.3053,0.775,1.8289,2.3727,0.948,-0.0979,2.5536,3.1274,2.5558,0.8152,-0.1166,0.5221,2.4105,0.7953,2.6068,-1.7441,2.1418,1.8832,3.7535,1.1467,1.02,-5.03,1.57,-0.57,3.43,0.82,1.69,-0.05,2.23,2.13,-2,2.87,1.52,-0.82,3.99,-1.49,-0.95,-4.96,2.61,0.49,3.17,0.15,-5.11,5.1,-0.31,3.94,0.38,6.74,3.09,-1.81,0.42,-0.42,2.89,-1.28,2.79,0.44,-1.52,1.33,2.69,3.22,-0.01
196811,6.7527,7.7,6.4961,6.5934,6.9625,10.0842,9.0626,8.3338,8.9307,5.8823,8.4636,7.1643,7.9646,9.7545,7.7339,6.9554,7.7781,7.3314,7.2179,8.3577,6.2652,3.0015,5.7139,4.537,3.8015,5.58,5.21,3.04,6.45,1.57,6.97,4.55,8.1,4.82,5.21,6.48,5.37,5.07,5.32,-2.34,7.86,9.76,9.38,5.5,8.79,5.39,6.58,8.68,5.49,7.86,10.8,4.57,9.57,6.53,9.51,5.43,2.41,-0.9,0.45,-2.5,0.42,1.73,3.34,-2.15,2.57,-1.41
196812,4.0713,2.3431,0.6897,-0.2465,0.5304,-0.1048,0.5679,-1.4457,-3.0443,-3.5367,-2.6565,-4.0087,-1.3347,0.2336,-2.8746,-4.0227,-4.3659,-4.2761,-1.4502,-0.641,-5.3369,-4.4008,-3.157,-3.461,-3.0284,-1.7,-0.55,10.29,-4.19,-4.95,-6.97,-1.29,-1.03,-2.6,-3.48,-1.83,0.69,-2.38,-5.4,-3.96,-2.7,2.9,0.16,-2.59,-2.88,-6.64,-4.47,-5.48,-4.14,-3.92,-0.95,-4.96,1.61,-6.11,0.03,-3.94,3.6,0.02,-1.78,1.66,0.43,0.11,2.35,-1,1.05,-0.28
196901,-0.5288,-2.1183,-1.9265,-1.3137,-1.3131,-2.6921,-0.9995,-1.5233,1.2578,0.6382,-3.3241,-1.1184,-0.5219,-1.1641,-1.2081,-2.1842,0.1465,0.0071,-0.2821,1.2718,-2.1518,-0.4327,0.8018,-0.3636,1.6207,-0.74,-0.46,3.64,-2.37,-4.45,0.09,-0.61,-0.23,-1.62,-4.26,-1.53,2.82,-0.49,-1.81,-1.41,-3.01,-2.89,0.97,-1.15,2.41,1.2,2.42,-4.79,-1.5,3.01,-1.66,-0.74,-0.97,-0.04,-3.59,-1.25,-0.46,1.69,-1.56,1.38,0.53,-0.15,2.4,2.32,0.69,-0.57
196902,-12.3778,-10.726,-9.0526,-8.6709,-8.7759,-11.0517,-8.1595,-4.9194,-7.1111,-7.4439,-9.1695,-8.4117,-6.076,-7.0594,-5.7926,-8.1691,-7.4832,-4.9699,-7.2058,-8.7325,-3.3489,-3.1052,-5.0873,-4.6013,-6.2234,-5.64,-5.03,-9.5,-6.85,-7,-4.65,-9.54,-5.14,-5.63,-8.01,-5.95,-8.49,-6.49,-4.01,-2.57,-7.77,-7.02,-7.28,-4.58,-5.2,-3.32,-9.65,-3.42,-4.52,-8.24,-13.44,-2.85,-11.86,-8.66,-9.51,-5.84,-4.12,0.9,2.18,0.79,0.46,-2.46,2.4,2.31,-0.31,4.18
196903,3.1292,2.4655,3.5593,4.1551,2.3585,4.2281,1.6875,2.1416,0.3812,5.4086,2.1036,2.6358,0.8656,2.5524,2.7419,4.647,-2.0836,2.4841,1.6877,3.5591,4.221,2.8972,3.7085,1.9452,4.9125,1.05,1.68,-1.71,0.93,3.69,2.2,1.18,3.34,0.31,-3.27,4.38,2.9,2.83,3.45,4.81,-1.42,-1.08,-5.89,7.2,-1.29,-0.42,2.4,5.64,8.35,-3.17,3.37,5.65,3.42,3.49,1.34,2.64,-0.4,-0.46,-1.35,-0.41,0.46,3.95,0.34,-0.02,-1.76,0.17
196904,1.0512,-0.4918,0.9962,2.4926,0.0236,1.5504,1.1246,1.0608,-0.5481,4.6764,2.4349,0.1242,0.325,2.0859,0.4834,2.8737,2.3272,0.4506,-0.5986,1.7164,3.7241,1.1637,0.8682,3.0219,0.8245,2.14,1.14,-1.98,5.91,0,5.02,-1.39,4.98,-1.19,-0.19,2.27,0.59,-0.79,-0.95,-0.03,-3.7,1.06,-10.59,-0.27,1.34,7.73,1.95,4.04,4.16,-1.43,3.44,3.7,6.68,2.97,-0.44,1.46,-0.82,0.03,0.39,0.08,0.53,1.17,-1,0.07,-0.48,0.72
196905,1.0264,0.8101,1.0107,0.7894,0.4709,-1.9559,-1.6136,-0.9643,0.0683,0.4892,0.1268,0.2177,1.3272,1.4863,-1.8921,-0.1717,-0.7197,1.2997,1.1946,-2.4691,-0.4876,0.5525,0.9661,1.4482,0.6341,1.64,2.97,1.71,-3.54,2.04,0.16,-1.93,1.66,-0.52,0.9,-0.68,-2.89,-1.05,-0.52,0.67,-6.84,1.8,0.4,3.72,0.02,1.06,-1.99,-1.7,0.14,-2.02,-4.58,0.88,3.02,-1.18,-0.26,-0.1,-0.18,0.73,-0.98,1.51,0.48,1.68,1.44,1.36,1.76,1.39
196906,-14.6433,-12.9202,-13.4579,-12.5925,-12.2861,-12.1776,-11.0698,-9.1469,-10.0546,-10.9428,-10.4639,-9.4864,-11.1956,-9.8437,-9.0532,-7.0806,-8.8078,-7.2027,-8.5142,-8.4162,-1.5913,-6.822,-7.4524,-6.6619,-8.4542,-6.03,-8.04,-5.5,-12.71,-10.63,-1.69,-8.68,-5.03,-7.54,-10.25,-11.89,-10.31,-8.92,-6.37,-5.97,-9.08,-12.81,-10.35,-9.89,-5.74,-3.98,-9.75,0.15,-8.83,-8.18,-16.88,-4.16,-10.03,-10.22,-11.93,-7.18,-5.49,-1.09,4.26,-1.53,0.51,-2.22,-0.13,1.45,-1.31,4.59
196907,-13.0112,-11.4923,-10.9494,-10.3476,-7.9059,-10.7577,-10.0067,-8.4613,-6.5446,-8.3724,-10.1667,-10.2235,-6.3682,-6.0668,-7.759,-6.6259,-8.1243,-7.0042,-5.593,-8.0218,-4.0686,-5.9718,-6.3733,-8.1581,-5.6221,-6.09,-2.07,-4.76,-8.58,-10.86,-3.46,-12.05,-2.73,-4.22,-6.23,-7.07,-6.52,-6.53,-8.63,-7.76,-12.87,-9.83,5.58,-9.73,-2.98,-4.49,-7.46,-5.28,-3.33,-12.52,-9.94,-8.28,-10.35,-8.7,-10.88,-7,-3.37,1.42,1.4,1.97,0.53,1.64,-1.85,2.99,-1.04,2.70
196908,5.1291,4.8422,5.046,3.212,2.7246,7.15,6.8276,4.1137,3.2749,2.6711,9.7387,8.6584,6.9894,2.5204,5.7506,9.9212,5.4307,4.5749,3.4633,2.8016,7.0342,4.7007,3.8089,4.4301,1.9329,4.79,6.67,3.99,8.03,9.1,4.75,2.51,9.2,3.31,4.19,8.46,0.39,3.08,4.61,2.79,5.66,5.1,4.78,6.6,-1.29,1.66,9.82,7.03,5.39,5.56,6.31,8.28,8.86,10.55,3.08,4.68,0.71,-3.87,1.16,-4.08,0.5,2.13,3.3,-4.65,-1.31,-0.14
196909,-2.9798,-5.0279,-5.0658,-2.2643,-3.4794,1.6381,-1.0377,-1.821,-0.8409,-1.4154,0.308,0.0786,-1.6725,-2.1209,-3.5914,0.5861,-1.4474,-2.3818,-3.2435,-3.4427,-0.4799,-2.2752,-2.4328,-5.6853,-4.5823,0.99,-0.93,4.14,1.47,-0.18,-0.54,-2.7,2.17,-5.45,-3.05,-3.48,-1.04,-2.96,-1.75,-0.91,-4.71,2.02,-0.55,-9.71,-4.14,-4,2,0.35,0.1,-1.62,0.34,-0.76,-1.02,-0.74,-0.92,-2.98,1.29,-3.19,3.42,-0.83,0.62,2.53,0.6,-1.11,0.12,3.83
196910,14.1186,12.4213,9.2518,7.9577,6.3916,11.2421,8.5797,6.6762,6.1162,6.9707,8.7864,6.934,7.2505,8.7271,7.0079,8.9522,7.2761,8.2929,6.2379,5.3617,5.9601,5.1747,4.5128,2.2019,3.7667,7.77,11.63,12.42,8.59,7.86,6.39,7.31,8.97,4.53,6.76,8.73,8.16,4.84,10.67,4.94,6.24,1.25,10.76,-1.17,8.28,3.5,11.47,5.51,4.78,4.76,11.2,6.25,8.97,9.05,8.08,5.06,3.89,-3.19,0.01,-2.03,0.6,-4.32,-0.55,-1.8,1.20,-1.62
196911,-8.4435,-7.2131,-6.2001,-5.9873,-7.3597,-3.4938,-5.5421,-3.3531,-5.2777,-5.3212,-4.6659,-4.589,-6.5034,-3.6143,-5.6919,-2.1263,-3.8649,-3.2492,-5.2749,-5.9771,-1.4025,-3.697,-3.7597,-4.5154,-1.9489,-1.92,-2.82,0.61,-6.65,-4.18,-2.43,-3.09,0.34,-4.57,-4.25,-3.77,-4.58,-3.43,-3.43,-4.12,-8.49,0.05,3.98,-4.57,-5.26,1.18,-2.58,-1.78,-2.51,-7.96,-6.71,-4.11,-2.47,-6.82,-6.65,-3.79,-2.41,-1.12,1.44,0.32,0.52,3.6,1.16,-0.51,-0.38,2.83
196912,-8.2171,-7.39,-5.9485,-8.272,-8.5302,-4.1432,-6.2187,-7.2926,-6.0291,-6.0323,-2.9038,-1.7471,-4.2232,-4.6484,-5.0575,0.4296,-4.2853,-1.915,-1.9081,-4.0928,0.977,-1.4689,-1.4903,-1.805,-5.2323,-0.44,-0.61,-1.94,-5.44,-3.07,0.96,-6.04,4.3,-3.66,-5.63,-3.31,-1.3,-2.31,-2.55,-3.18,-5.97,-3.99,5.11,-3.07,-0.65,-5.51,0.16,-0.62,-2.07,-8,-3.94,-2.77,-5.16,-2.29,-5.46,-2.63,-3.7,-3.02,2.47,-2.04,0.64,5.05,-3.04,0.1,0.57,4.05
197001,-4.7848,-3.4122,-3.8976,-2.4807,0.1067,-6.9194,-6.9281,-1.7945,-3.8827,-1.7957,-9.699,-6.1508,-7.881,-3.952,-3.5088,-7.9422,-11.387,-7.713,-6.1442,-5.8915,-8.4892,-6.8116,-8.2065,-9.6678,-4.2748,-2.74,-1.35,-6.99,-7.16,-11.45,-6.9,-5.09,-7.11,-6.77,-4.66,-9.24,-5.71,-6.55,-6.29,-8.75,-11.89,-1.74,-0.17,-11.56,-4.23,-2.56,-10.57,-9.13,-8.29,-7.57,-7.68,-5.71,-12.52,-9.18,-5.6,-8.1,3.09,3.04,-1.77,3.92,0.6,0.63,-0.17,4.09,0.98,1.80
197002,2.2377,3.431,4.1602,3.119,4.1837,2.7196,2.5239,2.4885,8.433,7.0575,3.8189,2.202,5.7334,5.5239,7.5044,4.2972,4.892,6.4879,8.9545,6.9221,3.5393,5.1141,9.0932,6.8986,8.1662,5.42,6.87,0.28,6.85,1.29,0.28,3.22,5.57,3.76,5.01,8.73,11.01,6.4,8.3,7.67,5.39,5.96,16.82,5.22,8.36,7.95,2.67,2.92,5.49,10.43,1.81,5.77,6.59,11.15,4.05,5.13,-2.58,4.04,-2.28,3.06,0.62,0.12,2.66,1.67,2.61,-2.49
197003,-6.519,-5.2447,-2.5889,0.3368,-1.3183,-5.875,-2.2697,-0.1566,-0.1572,0.6892,-3.8995,-0.5679,-1.2098,1.5576,1.1189,-4.1747,0.177,1.5355,0.6978,2.2327,-2.4577,-0.1725,2.8517,0.6363,1.6308,-0.93,-0.6,1.42,-2.72,-3.26,-0.96,-1.09,-5.1,0.83,1.12,-1.37,0.81,2.54,2.42,4.75,-2.33,-1.49,-3.29,-0.38,2.91,2.29,-4.91,-2.53,-1.09,-3.34,-5.28,-1.03,-7.34,-0.78,-2.19,-1.06,-2.4,4.25,-0.87,4.43,0.57,-0.29,0.64,5.18,4.18,0.81
197004,-24.1377,-18.8457,-15.1103,-12.8566,-11.9526,-22.1697,-17.0233,-14.7365,-11.0724,-11.1614,-20.2977,-14.2844,-13.3038,-8.9397,-10.9012,-15.7085,-14.916,-9.7354,-9.7936,-9.362,-10.5209,-8.2743,-8.9741,-6.991,-7.9814,-10.14,-9.41,-2.82,-20.63,-15.56,-7.92,-14.35,-10.12,-4.31,-7.61,-10.54,-9.43,-11.57,-8.38,-9.06,-14.33,-13.39,-14.7,-9.07,-8.06,-8.79,-21.72,-14.29,-9.27,-11.98,-20.56,-10.08,-19.85,-12.8,-14.25,-11,-6.3,6.39,-0.64,5.88,0.5,-0.73,-4.48,6.8,1.39,3.90
197005,-10.2007,-10.1552,-9.1963,-8.0972,-10.4477,-13.0001,-8.2296,-11.2348,-8.1805,-8.16,-11.0971,-10.8065,-12.8587,-6.6485,-7.7774,-11.005,-9.6814,-7.7058,-7.1513,-8.272,-8.0959,-6.0817,-5.0606,-0.0469,-4.022,-7.27,-6.1,3.54,-9.81,-16.08,-8.24,-10.19,-7.74,-2.84,-10.31,-9.39,-9.37,-9.76,-8.46,-4.99,-8.73,-3.52,5.87,2.62,-5.36,-3.74,-11.2,-9.62,-8.76,-7.05,-11.59,-9.46,-13.97,-8.35,-10.89,-6.92,-4.42,3.6,-1.3,3.62,0.53,-2.73,-3.25,3.94,-4.99,0.68
197006,-12.1295,-8.6804,-7.3519,-8.2022,-5.9918,-10.4731,-7.306,-8.1651,-7.0657,-6.061,-8.312,-4.5913,-7.1789,-4.8112,-6.8678,-2.5091,-5.1625,-3.6757,-3.4046,-10.6583,-6.2626,-4.0774,-3.6599,-2.0587,-8.1687,-0.62,-2.66,6.67,-9.59,-9.57,-5.03,-7.11,-0.48,-1.58,-2.53,-5.74,-6.48,-4.83,0.64,-3.02,-10.82,-1.16,-3.03,-2.43,-4.7,-8.48,-8.1,-11.89,-5.64,-15.33,-6.96,-3.81,-6.45,-4.62,-9.49,-5.79,-2.17,0.87,0.19,2.9,0.58,5.78,-0.15,3.21,4.39,3.70
197007,4.8193,5.6001,5.1083,6.462,3.8386,6.6983,7.6115,5.6098,10.6859,7.8015,7.6816,6.8066,9.996,5.5331,7.1924,6.4111,9.3749,8.0451,9.0704,11.2523,4.3922,8.2119,8.9815,10.6908,6.1429,5.59,6.75,3.5,8.45,12.43,4.58,8.26,2.14,8.53,10.61,9.77,3.53,3.61,5.36,8.69,4.35,2.32,6.33,12.84,8.71,10.27,6.82,2.29,6.9,8.37,4.51,11.78,2.4,8.77,9.42,6.93,-0.69,0.96,-0.07,1.9,0.52,-2.94,4.33,1.62,3.40,-0.20
