,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
201110,12.7765,15.2144,14.5428,14.8825,10.0846,17.9882,14.8176,16.3455,15.0213,14.8697,14.1305,16.6914,17.1606,15.1928,12.4701,15.0001,15.8558,15.5093,11.8428,12.2514,9.2887,10.5424,12.639,8.8392,15.0436,5.65,1.93,7.61,15.33,9.86,4.51,16.51,5.54,18.21,14.26,22.23,18.15,22.91,17.43,23.94,11.08,20.06,28.44,16.1,6.68,7.72,12.18,12.17,10.84,15.28,13.76,9.14,10.09,13.43,9.34,11.35,3.56,-0.17,-1.92,-0.85,0,-1.42,12.36,3.29,-6.00,-4.19
201111,-2.3941,-1.0101,-3.0026,-1.0819,-0.2189,-0.208,-2.0079,-0.0715,1.7968,0.2996,-1.4029,1.3832,-0.6571,1.2789,-0.1114,-0.5127,-0.7013,1.2309,1.467,-1.3298,-0.6039,1.2976,0.808,0.0343,-6.2872,0.5,0.52,7.17,-2.59,-0.69,1.21,-3.84,1.27,-1.14,-1.08,2.39,-1.46,2.22,6.79,-7.95,1.86,1.16,-6.23,1.93,0.99,0.05,-1.81,-1.95,1.07,1.49,1.17,0.85,2.37,-2.91,-0.39,-0.28,-0.27,-0.34,1.78,1.52,0,3.98,1.2,-3.49,0.54,3.04
201112,-0.5296,1.9776,0.8784,1.9127,1.3297,-0.8658,0.4528,1.383,0.5667,1.2198,-2.1265,-0.2631,0.379,0.1637,2.9906,-2.5647,0.4679,-0.4221,3.9935,-0.3183,-0.4142,0.7776,2.1081,3.496,1.3697,0.65,3.98,3.61,-4.64,3.58,1.91,-2.24,3.53,-0.04,0.82,-0.91,-5.18,-3.89,-4.71,-1.67,0.35,-7.28,-13.69,-0.25,2.95,3.2,-1.41,-1.07,1.08,1.19,-0.02,0.34,3.7,1.76,1.34,0.74,-0.45,1.75,0.77,2.39,0,1.95,-1.45,1.82,1.26,0.88
201201,12.5284,7.5362,7.4175,7.7012,7.6754,7.969,5.9429,7.7663,5.4443,5.3054,8.1017,5.4482,7.3663,5.7597,2.7214,9.6155,6.3738,4.9484,3.199,4.1621,7.1775,2.5414,2.0436,2.1654,9.2604,2.84,-2.33,-4.66,12.14,0.61,-0.99,9.89,3.38,11.26,6.96,8.08,12.4,12.61,9.83,13.17,4.92,14.66,1.26,1.39,-2.71,2.31,5.42,10.59,4.49,6.62,6.07,4.04,3.26,7.15,3.48,5.05,2.15,-1.11,-1.82,-1.38,0,-7.96,6.64,1.47,0.71,-3.56
201202,1.2453,0.7963,1.3222,1.0233,2.598,4.112,3.7074,1.3678,2.7195,4.5585,4.1552,3.7891,3.6211,4.0399,3.6348,4.728,5.3059,3.7889,3.6371,6.0818,5.2118,2.9635,3.9632,4.6119,6.8244,1.25,0.77,10.56,5.76,3.28,6.4,6.51,1.23,2.2,5.73,5.61,-2.69,4.51,0.7,5.14,4.4,-5.05,-1.51,6.71,1.25,5,5.13,7.5,3.61,-1.24,1.58,3.51,2.92,6.5,1.35,4.42,-1.63,0.09,-0.19,-0.08,0,-0.28,-0.38,1.65,2.57,-0.98
201203,2.6218,3.5184,3.4639,3.1441,4.8355,1.839,1.754,2.7414,3.8087,2.7545,1.5167,1.2193,1.7566,1.7415,-0.424,4.5096,0.3038,-0.8722,2.5827,1.8312,4.1975,2.1281,0.4731,3.6525,7.797,2.02,6.04,4.93,3.98,2.3,1.71,1.67,3.97,2.65,4.53,2.14,0.67,-2.27,2.17,0.17,-0.05,-6.76,-12.16,-3.08,1.44,2.52,3.55,5.37,1.64,1,2.98,5.21,3.76,6.88,3.57,3.11,-0.45,0.87,-0.39,0.79,0,1.49,-0.72,2.6,3.94,0.56
201204,-3.7528,-2.1486,-1.8069,-1.6802,-0.1756,-0.0509,-2.6213,-2.1535,-2.4557,-1.8356,-2.4227,-0.7977,-1.3052,-1.0068,0.4023,-0.5999,0.2426,-0.3768,0.8237,-3.1863,-0.2753,-0.8197,-0.0443,-0.6624,-4.006,0.61,1.33,1.83,-2.05,-2.56,-1.82,0.12,0.61,1,-0.06,-0.2,-4.29,-1.65,-1.3,-7.36,0.17,-1.31,2.47,-1.76,1.74,1.62,-0.83,-3.12,-0.62,1.24,-0.3,1.36,1.03,-2.42,-1.21,-0.85,-0.59,-0.46,1.11,0.65,0,3.84,-0.52,-1.77,2.89,0.51
201205,-8.4995,-5.6465,-7.2323,-8.1796,-4.9314,-5.7645,-5.8499,-7.6755,-5.3379,-7.2916,-6.5277,-6.8978,-7.6391,-6.1253,-6.8951,-7.2575,-8.5972,-9.3574,-6.3897,-5.7102,-6.2796,-5.2724,-5.1515,-2.8059,-12.6471,-2.17,-0.25,-3.64,-11.89,-8.6,-5.06,-5.68,-3.28,-8.44,-2.83,-7.12,-14.52,-11.12,-7.4,-7.64,-7.62,-12.57,-23.34,-10.49,-0.93,-1.05,-7.54,-8.22,-5.65,-2.08,-6.12,-2.12,-4.91,-9.01,-2.65,-6.19,-0.08,-0.62,2.25,2.37,0.01,6.59,-3.49,-1.79,2.38,3.14
201206,7.0023,7.7238,5.4119,5.7709,5.4445,6.3782,4.6183,4.7432,2.9877,5.1919,5.2388,2.7118,2.4336,2.4681,3.5,0.4826,1.789,3.4632,2.7084,3.5685,2.6214,4.4879,4.6324,5.4508,5.9293,2.15,5.74,5.92,0.48,7.12,0.04,-10.76,6.8,3.46,2.22,4.44,4.78,0.06,-1.24,-4.42,2.68,7.19,2.09,5.9,3.4,7.04,4.22,1.65,2.63,4.04,2.58,3.02,-2.24,4.52,6.02,3.89,0.96,0.44,-1.24,0.34,0,-0.72,-0.69,1.58,1.06,-0.57
201207,-2.6008,1.278,-2.9281,-1.695,-2.3957,-4.1286,-0.2509,-1.1257,-1.3191,-0.4583,-2.0122,-0.266,-0.2724,0.5021,-4.6355,-2.4354,0.3026,-0.3018,-0.618,-1.1813,1.0984,2.5557,1.217,1.9324,-1.2911,-0.13,2.01,3.94,-8.31,1.15,3.34,2.31,1.65,-0.79,-0.77,-2.13,-1.35,1.41,2.28,-0.3,-1.38,-3.34,-10.56,3.02,3.73,4.08,-1.98,0.71,1.15,-0.99,0.53,2.34,-3.21,-1.09,1.21,0.79,-2.65,-0.26,1.14,0.1,0,3.16,1.41,-1.94,1.05,0.61
201208,2.5308,0.4876,3.9434,2.8143,3.3491,2.0811,2.3864,3.0053,3.3427,3.465,5.4034,3.085,4.3261,4.2043,3.4599,4.0954,4.1647,2.3299,3.9868,6.0006,2.7304,2.008,1.4008,-0.2497,6.6012,-0.39,0.32,-2.93,7.05,6.51,3.49,8.04,0.97,2.88,8.15,8.07,-1.1,4.13,3.8,4.12,2.9,6.31,0.3,2.43,-3.34,1.08,3.53,5.33,2.32,-1.56,0.41,3.43,1.45,4.13,-0.41,2.55,0.46,1.32,-1.21,-0.75,0.01,-2.48,3.06,1.88,-0.87,-0.54
201209,5.0043,5.1366,4.7307,4.587,4.5407,4.9037,3.4957,4.0996,3.8428,3.5052,2.6494,1.5455,1.9474,2.8209,3.6047,1.9974,2.0379,2.6947,2.3823,3.2987,1.5603,2.3757,3.8939,3.2243,5.3173,1.6,-1.02,-0.03,5.47,5.74,2.6,-0.49,4.71,1.44,5.4,5.48,3.77,1.97,-1.19,3.63,-0.66,9.99,2.06,3.57,2.17,4.81,3.52,-0.24,2.51,-2.28,0.41,1.85,3.79,3.6,5.64,2.73,0.68,1.54,-1.37,1.58,0.01,-1.04,-0.17,1.75,0.78,-1.26
201210,-5.6041,-4.4292,-3.7449,-3.4515,-1.1848,-6.0189,-2.2669,-1.1498,-1.7988,-1.0151,-3.9704,0.3543,-0.4247,0.7212,0.0592,-1.1981,0.0129,-0.7423,1.4008,1.099,-4.0508,-0.9652,-1.5873,-1.8432,4.0016,-1.83,-1.86,-2.52,1.56,-0.96,1.02,-1.36,-1.88,-2.6,4.72,3.18,-0.73,-0.79,1.34,6.02,0.61,0.76,20.5,-2.12,1.05,-2.29,-4.86,-7.18,-2.22,2.95,2.61,-0.92,-4.97,1.96,-3.03,-1.76,-0.8,3.79,-1.34,2.29,0.01,0.1,0.37,0.98,2.03,-2.11
201211,-0.6239,1.9166,0.7686,-0.5292,1.1513,-0.5924,0.4327,0.4249,0.4592,2.6845,2.8658,3.455,2.5727,1.3476,0.9697,2.8671,3.1517,0.6445,-0.46,0.8611,1.6972,0.2193,-0.489,-0.581,-1.4387,3.98,1.95,3.27,2.08,-2.52,1.16,4.02,1.5,3.21,4,1.58,2.61,1.52,4.55,3.38,3.95,-3.11,-11.26,-1.37,-3.68,0.06,2.03,1.78,3.54,0.4,2.29,1.08,2.28,-0.66,1.31,0.78,0.35,-0.96,0.68,0.93,0.01,0.34,0.86,-0.74,-1.35,1.29
201212,0.3402,3.672,3.9519,4.4356,4.4479,3.8456,3.1206,3.857,3.6088,4.8296,2.4111,3.8337,2.1805,2.7587,4.6263,1.8788,2.2407,3.3748,3.9509,3.1848,-1.05,-0.1614,1.6935,1.5144,7.498,-1.46,-0.84,-5.58,3.05,5.55,-1.58,0.13,-0.53,4.46,3.54,4.83,6.56,4.15,3.7,7.98,2.56,-1.33,7.67,1.17,0.14,1.15,1.56,-0.65,3.32,3.01,1.99,-2.15,1.95,4.3,1.29,1.18,1.87,3.56,-1.98,0.86,0.01,-2.97,0.1,3.63,-1.07,-2.45
201301,6.6974,4.2829,6.011,5.5822,5.6356,7.659,6.2905,6.4485,7.7058,4.0509,5.3628,6.3228,6.3335,6.6405,8.5929,7.3357,6.6655,7.6642,8.5505,9.3833,3.6108,5.4075,5.6548,6.5886,6.7644,5.54,5.07,5.61,13.13,5.13,8.69,2.56,8.07,5.06,9.22,9.47,4.28,8.07,7.28,1.66,2.79,0.59,-3.72,7.88,5.08,4.95,6.63,-1.18,5.61,8.52,6.46,5.41,5.23,6.32,7.2,5.57,0.56,0.95,-1.67,1.49,0,-1.86,-1.37,3.44,4.40,-2.06
201302,-1.2635,-0.1776,-0.5974,1.9268,1.5903,1.0105,1.2848,0.7263,2.0213,1.1364,0.5432,0.9836,1.1837,2.0278,1.174,0.7158,1.4977,1.8929,0.1647,2.6922,0.9476,1.4179,1.9687,2.9335,0.0184,3.84,5.22,2.21,0,-6.54,3.14,1.46,1.35,-0.95,5.7,-0.86,-2.68,-1.07,0.99,-0.22,3.79,-7.56,-8.09,0.52,2.16,2.21,0.97,0.26,4.63,3.64,2.07,0.61,0.7,1.29,4.43,1.29,-0.37,0.03,-0.66,0.47,0,1.32,-1.08,-0.11,1.89,0.47
201303,7.5616,6.7473,5.0441,3.9355,4.5695,5.2174,4.7393,3.9224,4.4723,4.2678,4.126,4.7349,5.8068,3.1602,6.104,3.9717,4.2459,5.4346,5.252,5.9718,3.6589,3.3625,4.2151,4.5953,3.2178,6.56,5.31,2.72,7.69,7.78,2.19,2.88,6.51,1.21,8.88,4.04,2.1,0.4,0.61,3.56,5.69,0.91,0.86,2.09,5.64,5.77,2.45,3.19,5.53,4.65,3.25,4.77,5.5,4.53,2.28,4.03,0.78,-0.29,0.07,1.37,0,1.97,-1.94,1.48,2.34,-0.45
201304,-0.0905,-0.3291,-0.9762,-0.7642,0.8369,-1.2653,-1.7741,-1.1276,-1.5406,1.5632,-1.9659,0.6672,-0.7401,-0.9056,-1.6834,0.9395,1.2157,0.0197,1.5465,0.8475,1.8603,1.5416,2.4265,1.5423,3.3364,2.84,3.55,4.4,4.51,-0.29,1.35,9.03,2.59,3.96,1.02,-3.19,-4.41,-1.16,-1.42,4.45,0.35,-10.57,-5.67,-1.29,5.05,4.2,1.84,-1.02,-0.02,-0.14,0.17,3.2,2.4,1.57,0.74,1.55,-2.29,0.63,0.1,0.49,0,0.27,-1.22,-0.22,1.67,-0.95
201305,7.8064,4.0387,3.6475,6.5017,4.134,5.4514,4.4428,5.9911,4.8602,7.8307,3.0777,5.5892,4.3721,5.1808,4.1908,3.6978,3.7187,1.3911,3.184,5.0037,1.9445,2.3538,0.5327,1.9426,8.7881,-3.45,-1.47,-2.98,2.18,4.79,-0.22,0.78,1.63,3.43,0.77,5.3,3.84,5.33,4.03,11.1,6.35,0.22,0.5,3.07,-6.99,-1.71,3.63,5.51,2.21,2.74,3.85,2.39,-0.3,7.08,5.9,2.8,2.07,2.6,-1.65,-0.8,0,-1.78,1.71,3.03,-1.46,0.22
201306,-0.8207,-0.6441,1.6054,1.4416,0.1312,1.8431,-0.0872,-0.4691,-0.965,-0.4827,-0.1844,-1.1193,-1.4805,-0.8771,-0.433,-2.0446,-2.2218,-0.9789,-2.2816,-1.2403,-2.7581,-0.2978,0.2032,-0.0161,-2.9269,0.84,0.93,-2.26,-3.75,2.46,-0.72,0.58,-1.36,-5.1,2.28,-6.39,-4.72,-3.51,-3.26,0.34,1.04,-9.59,-23.2,-2.11,0.79,2.19,-2.07,-3.52,-0.83,-0.91,-0.55,-0.43,1.61,-0.43,-1.13,-1.2,1.4,-0.18,-0.34,-0.07,0,0.59,0.51,-0.81,2.09,1.36
201307,7.5236,9.5909,7.8119,8.6013,7.4637,6.7208,7.1623,6.7156,6.8991,7.9247,8.5463,6.9901,6.1629,8.071,9.0584,7.9739,4.4477,6.3012,7.6521,5.7648,5.2597,4.8957,4.6761,5.0195,6.8912,3.26,2.73,1.76,4.78,12.07,4.98,1.72,7.88,5.87,12.02,3.83,6.97,4.59,9.7,9.65,6.9,0.02,10.54,4.96,4.58,3.77,4.97,7.33,7.12,3.67,6.46,6.39,3.17,6.33,4.34,5.65,1.8,0.56,-1.46,0.58,0,1.75,1.95,1.52,1.81,-1.05
201308,-2.3064,-2.4425,-2.7262,-3.4869,-3.2974,-0.4451,-1.5047,-3.2211,-3.5255,-3.7631,-1.8698,-2.0057,-3.5667,-4.4788,-4.0582,-1.5899,-1.9802,-3.3978,-3.0263,-2.9602,-0.9547,-3.3106,-3.4672,-3.617,-4.4519,-3.75,-3.86,-4.85,2.47,-4.88,-2.85,-1.86,-3.81,-0.59,-3.46,-3.98,-2.75,-0.88,-1.91,-1.29,-2.84,4.59,3.73,-1.93,-4.41,-3.31,-0.35,-0.27,-2.97,-2.59,-2.5,-4.86,-2.29,-4.19,-3.81,-2.71,-0.02,-2.78,0.61,-2.17,0,0.05,-0.67,-1.28,-0.37,0.86
201309,7.4598,8.0443,6.3988,6.7357,6.2053,7.0235,6.0965,7.4027,5.9718,5.5342,6.0058,5.9506,5.6975,5.2108,4.2404,5.4415,5.9158,4.8336,5.4854,4.4897,4.2101,2.6193,2.4143,2.7747,2.0388,0.31,1.34,4.28,9.91,6.26,0.93,7.65,4.01,5.21,8.44,7.6,8.35,6.26,7.12,6.71,8.51,1.16,2.56,1.89,1.04,4.09,5.4,2.58,2.88,5.92,5.6,4.43,4.01,3.15,2.96,3.77,2.68,-1.19,-0.74,-1.29,0,2.96,-0.49,0.03,0.77,-0.81
201310,-0.6263,1.4074,2.5716,3.4688,2.8605,0.828,0.618,1.6205,4.9473,3.7463,3.3253,3.4809,3.1688,4.2323,5.9809,2.0688,3.9461,2.7951,4.2086,6.2213,4.7847,4.5134,5.2509,3.5239,3.6351,4.61,6.25,5.35,4.55,7.18,6.07,2.4,3.82,3.95,4.48,4.62,8.38,1.49,5.47,-0.07,5.35,5.34,9.9,4.72,3.34,5.59,3.4,4.64,6.24,5.91,5.76,5.39,3.92,3.31,3.64,4.18,-1.51,1.14,2.69,0.89,0,0.15,-0.18,0.23,2.88,1.55
201311,7.7394,5.8382,5.6189,7.2551,4.5859,5.9218,3.4075,3.5641,2.9929,5.2416,3.0944,3.2648,3.247,2.7613,3.5883,2.0208,1.7173,1.0305,-0.205,2.6919,3.6362,3.0567,1.3938,2.2639,5.8987,1.52,1.15,-2.42,3.13,0.21,3.95,6.52,4.5,1.2,4.21,3.83,1.72,1.58,3.4,1.79,4.79,-5.58,-3.52,0.98,-1.8,0.5,3.4,3.56,3.63,5.29,3.86,3.72,3.2,6.06,1.72,3.12,1.35,0.24,0.14,0.07,0,0.4,0.75,0.34,1.94,1.49
201312,2.4214,3.7844,2.0988,1.3365,1.5221,2.6779,0.5651,3.4947,1.5442,1.3101,1.6387,3.9773,3.1644,3.0983,2.2207,3.1567,3.3962,3.1022,3.6558,2.6239,2.357,2.6249,3.8175,2.4798,1.8922,3.03,-0.41,2.97,7.02,7.75,-1.95,0.83,0.65,4.86,3.64,4.95,6.52,5.2,3.19,1.54,3.11,6.84,7.89,2.9,1.79,3.71,4.67,3.77,2.88,2.25,2.54,0.1,-0.23,2.71,2.82,2.81,-0.53,-0.31,-0.52,0.07,0,0.04,1.22,-0.98,0.27,-1.45
201401,2.6161,-2.8835,-1.7894,-4.1655,-2.8354,0.0255,-2.0535,-5.4464,-4.5194,-5.8664,-0.2812,-3.7113,-4.9505,-1.5053,-2.3928,-2.5037,-3.6159,-0.7135,-2.7273,-5.9205,-3.8208,-2.919,-2.9613,-4.7626,-4.0083,-5.29,-0.54,-8.33,-0.72,-7.12,-6.2,-7.58,1.65,-3.81,-2.68,-4.25,-5.47,-4.42,-2.82,-2.62,-3.42,-6.43,-7.62,-7.03,2.49,-4,-0.3,-2.8,-4.07,-1.99,-2.35,-7.59,-4.77,-4.28,-6.12,-3.32,0.59,-2.09,-4,-1.38,0,1.7,0.26,1.13,2.05,-3.64
201402,4.7564,2.4627,4.0542,5.915,4.6635,4.6206,4.3434,5.1711,5.3155,4.0483,6.7477,4.4173,4.9098,6.2248,4.2002,5.899,6.0431,5.0014,4.9548,5.8764,5.0944,5.0197,2.9647,4.1546,2.5605,3.79,1.62,3.35,8.34,6.73,3.45,5.53,6.47,7.88,0.87,6.47,2.55,5.69,3.76,8.6,4.1,6.56,4.66,5.71,3.07,2.78,5.51,4.8,5.19,2.11,4.5,5.79,4.84,3.24,2.86,4.65,0.13,-0.4,-0.24,-0.44,0,2.07,-0.3,-1.33,-0.18,-0.72
201403,-4.2111,0.2909,0.8401,1.029,1.368,-3.9136,0.5148,1.5897,0.9239,2.7129,-4.5307,-0.2918,0.8382,1.7792,2.2682,-2.2738,0.2752,0.248,1.4557,4.8021,-1.0275,0.2409,2.4258,3.535,3.7494,2.77,4.78,4.07,-5.44,-0.75,1.75,-0.4,-2.56,0.62,-0.06,-2.68,3.67,1.02,0.08,-1.05,-1.22,-0.64,-3,2.51,2.68,0.09,-2.9,1.69,-0.21,2.68,0.41,-1.21,1.73,2.39,5.07,0.43,-1.17,5.08,2.15,1.89,0,-3.34,2.66,2.93,1.58,1.51
201404,-8.5944,-7.0576,-4.8824,-3.2487,-4.3903,-6.5426,-3.137,-3.0367,-1.9952,-2.0138,-5.4363,-1.8046,-1.3348,-1.8402,-2.8936,-2.8607,-1.1019,0.0336,0.3147,-0.46,1.1914,0.2964,1.7463,1.7162,-1.8528,1.22,1.56,5.69,-4.02,-2.09,2.96,-3.82,-0.3,0.02,0.48,-2.9,0.65,1.02,-0.76,0.15,1.28,2.94,9.05,5.64,3.97,0.25,-2.99,0.86,0.7,1.11,-0.54,-0.84,-1.23,-3.48,2.87,-0.19,-4.17,1.14,3.51,1.05,0,-3.86,-1.95,0.16,0.19,0.37
